videoId,status,statusCode,title,author,groups,spotsCount,spotNames,generatedEmbedUrl,officialWatchUrl
Bot92Nn-ozk,NETWORK_ERROR,500,"","",=LOVE,1,"ウェディングファンタジア（静岡県沼津市）",https://www.youtube.com/embed/Bot92Nn-ozk,https://www.youtube.com/watch?v=Bot92Nn-ozk
cyRZGtNx_a4,NETWORK_ERROR,500,"","",=LOVE,1,"不純喫茶ドープ 上野御徒町店（東京都台東区）",https://www.youtube.com/embed/cyRZGtNx_a4,https://www.youtube.com/watch?v=cyRZGtNx_a4
Rn0vbPbMGcQ,NETWORK_ERROR,500,"","",=LOVE,1,"西武園ゆうえんち（埼玉県所沢市）",https://www.youtube.com/embed/Rn0vbPbMGcQ,https://www.youtube.com/watch?v=Rn0vbPbMGcQ
20QJax8CwQo,NETWORK_ERROR,500,"","",=LOVE,11,"Bar VEILLE（大森） / Shibuya Publishing & Booksellers / Hair Salon 1214（渋谷） / the AIRSTREAM GARDEN / みらい館大明（池袋） / LadyBugs（神山町） / 豊洲ぐるり公園 / 神奈川工科大学 KAIT広場 / 東京工科大学 八王子キャンパス / 実践女子大学 渋谷キャンパス / ミモザハウス（パスティスグループ）",https://www.youtube.com/embed/20QJax8CwQo,https://www.youtube.com/watch?v=20QJax8CwQo
17NBPoc78oM,NETWORK_ERROR,500,"","",=LOVE,3,"サンタモニカクレープ原宿明治通り店 / MIYASHITA PARK / アバコ撮影スタジオ さぎ沼1・2スタジオ",https://www.youtube.com/embed/17NBPoc78oM,https://www.youtube.com/watch?v=17NBPoc78oM
iEYwHScdJFQ,NETWORK_ERROR,500,"","",=LOVE,1,"スタジオゼロノアール",https://www.youtube.com/embed/iEYwHScdJFQ,https://www.youtube.com/watch?v=iEYwHScdJFQ
m8WtzVPXxwU,NETWORK_ERROR,500,"","",=LOVE,1,"ロックハート城（祝祭）",https://www.youtube.com/embed/m8WtzVPXxwU,https://www.youtube.com/watch?v=m8WtzVPXxwU
LKwERkGBiog,NETWORK_ERROR,500,"","",=LOVE,6,"東京ドーム / メッセモール / メッセモール交差点歩道橋付近 / メッセモール北側 / エム・ベイポイント幕張ビル / ビジネス通り交差点歩道橋",https://www.youtube.com/embed/LKwERkGBiog,https://www.youtube.com/watch?v=LKwERkGBiog
v3wVAbAWrE0,NETWORK_ERROR,500,"","",=LOVE,2,"オクマ プライベートビーチ&リゾート / 大石林山",https://www.youtube.com/embed/v3wVAbAWrE0,https://www.youtube.com/watch?v=v3wVAbAWrE0
TA0oDNGCFHQ,NETWORK_ERROR,500,"","",=LOVE,1,"L'atelier onze（ラトリエ オンズ）",https://www.youtube.com/embed/TA0oDNGCFHQ,https://www.youtube.com/watch?v=TA0oDNGCFHQ
drmYqT-jlj4,NETWORK_ERROR,500,"","",≠ME,1,"スパリゾートハワイアンズ",https://www.youtube.com/embed/drmYqT-jlj4,https://www.youtube.com/watch?v=drmYqT-jlj4
guphoEWrNKs,NETWORK_ERROR,500,"","",≠ME,4,"IORI / 国営滝野すずらん丘陵公園 滝野スノーワールド / アシリベツの滝 / かに源",https://www.youtube.com/embed/guphoEWrNKs,https://www.youtube.com/watch?v=guphoEWrNKs
wJ5Qe8g_P30,NETWORK_ERROR,500,"","",≠ME,3,"芸能花伝舎 / GOBLIN. 海岸HALL店 / スカパー東京メディアセンター",https://www.youtube.com/embed/wJ5Qe8g_P30,https://www.youtube.com/watch?v=wJ5Qe8g_P30
pZ03uFm0sSc,NETWORK_ERROR,500,"","",≠ME,1,"Studio vence BAYSIDE",https://www.youtube.com/embed/pZ03uFm0sSc,https://www.youtube.com/watch?v=pZ03uFm0sSc
F4Sg8Lshmks,NETWORK_ERROR,500,"","",≒JOY,4,"パティオス18番街 / パティオス12番街 / 打瀬３丁目公園 / エムベイポイント幕張 25階円卓会議室",https://www.youtube.com/embed/F4Sg8Lshmks,https://www.youtube.com/watch?v=F4Sg8Lshmks
CEES6m9G268,NETWORK_ERROR,500,"","",=LOVE,2,"東京駅八重洲南口 グランルーフ 歩行者デッキ / TOKYO TORCH Park 錦鯉の泳ぐ池",https://www.youtube.com/embed/CEES6m9G268,https://www.youtube.com/watch?v=CEES6m9G268
2udLA8-QuD8,NETWORK_ERROR,500,"","",=LOVE,2,"大宮アートグレイスウエディングシャトー シャトー・シャンパーニュ / 大宮アートグレイスウエディングシャトー シャトー・シャンパーニュ",https://www.youtube.com/embed/2udLA8-QuD8,https://www.youtube.com/watch?v=2udLA8-QuD8
Ry9UCc9H3nw,NETWORK_ERROR,500,"","",≒JOY,2,"株式会社 山勝 第三工場 / 株式会社 山勝 第一工場",https://www.youtube.com/embed/Ry9UCc9H3nw,https://www.youtube.com/watch?v=Ry9UCc9H3nw
GuvkL9Gz9P0,NETWORK_ERROR,500,"","",≒JOY,1,"鴨川令徳高等学校",https://www.youtube.com/embed/GuvkL9Gz9P0,https://www.youtube.com/watch?v=GuvkL9Gz9P0
x68AnwPpT-s,NETWORK_ERROR,500,"","",≒JOY,1,"相模大野立体駐車場",https://www.youtube.com/embed/x68AnwPpT-s,https://www.youtube.com/watch?v=x68AnwPpT-s
KZ0_Q66AgLk,NETWORK_ERROR,500,"","",≒JOY,3,"静岡県立大学 草薙キャンパス / 白鵬女子高等学校 / livedoor URBAN SPORTS PARK",https://www.youtube.com/embed/KZ0_Q66AgLk,https://www.youtube.com/watch?v=KZ0_Q66AgLk
cBtqEehEKuQ,NETWORK_ERROR,500,"","",≒JOY,4,"ユクサおおすみ海の学校 / THOUSAND GARDEN TARUMIZU / 鹿児島交通 一里山停留所 / 垂水港西防波堤灯台",https://www.youtube.com/embed/cBtqEehEKuQ,https://www.youtube.com/watch?v=cBtqEehEKuQ
gS5sfnSuS6g,NETWORK_ERROR,500,"","",≒JOY,1,"とちぎ海浜自然の家",https://www.youtube.com/embed/gS5sfnSuS6g,https://www.youtube.com/watch?v=gS5sfnSuS6g
Vn0CYp7_MNs,NETWORK_ERROR,500,"","",≠ME,1,"東京オペラシティ",https://www.youtube.com/embed/Vn0CYp7_MNs,https://www.youtube.com/watch?v=Vn0CYp7_MNs
YgOd8ZpFaUU,NETWORK_ERROR,500,"","",=LOVE,9,"ユニバーサル・スタジオ・ジャパン / 清水順正 おかべ家 / 錦市場 / 八坂神社 西楼門 / 金剛寺 八坂庚申堂 / 芋ぴっぴ。京都祇園店 / 錦まるん / 清水寺 / いっかくじゅう 四条新町店",https://www.youtube.com/embed/YgOd8ZpFaUU,https://www.youtube.com/watch?v=YgOd8ZpFaUU
i024yWd9oiI,NETWORK_ERROR,500,"","",=LOVE,2,"太東海水浴場 / 海の家 おおたに",https://www.youtube.com/embed/i024yWd9oiI,https://www.youtube.com/watch?v=i024yWd9oiI
qzFBzJ2KWwY,NETWORK_ERROR,500,"","",=LOVE,3,"上総湊海水浴場（湊752番2） / 原岡桟橋（岡本桟橋） / 上総湊海水浴場（湊６１０−９）",https://www.youtube.com/embed/qzFBzJ2KWwY,https://www.youtube.com/watch?v=qzFBzJ2KWwY
d20dEAtbL08,NETWORK_ERROR,500,"","",=LOVE,5,"日本大学理工学部 船橋キャンパス（プラザ習志野） / 日本大学理工学部 船橋キャンパス（中央庭園） / 日本大学理工学部 船橋キャンパス（テクノプレース15 西側） / 日本大学理工学部 船橋キャンパス（理工学部スポーツホール） / 日本大学理工学部 船橋キャンパス（交通総合試験路）",https://www.youtube.com/embed/d20dEAtbL08,https://www.youtube.com/watch?v=d20dEAtbL08
RjHjQlEjs_E,NETWORK_ERROR,500,"","",=LOVE,3,"国立競技場（MUFGスタジアム） / 外苑西通り / ファーマシーガーデン浦賀",https://www.youtube.com/embed/RjHjQlEjs_E,https://www.youtube.com/watch?v=RjHjQlEjs_E
Bco8bY9r_H4,NETWORK_ERROR,500,"","",=LOVE,2,"ZERO BLANC / ふじさんめっせ",https://www.youtube.com/embed/Bco8bY9r_H4,https://www.youtube.com/watch?v=Bco8bY9r_H4
ZROuG57QGls,NETWORK_ERROR,500,"","",=LOVE,7,"Stellato / パークモール / 中浜橋 / ビジネス通り交差点 / ビジネス通り / メッセモール 友好広場 / ビジネス通り交差点デッキ",https://www.youtube.com/embed/ZROuG57QGls,https://www.youtube.com/watch?v=ZROuG57QGls
_cf4UTe1qrY,NETWORK_ERROR,500,"","",=LOVE,2,"東映 東京撮影所 No.5ステージ / メイフラワーゴルフクラブ チャペル",https://www.youtube.com/embed/_cf4UTe1qrY,https://www.youtube.com/watch?v=_cf4UTe1qrY
1Cy9oaBAxns,NETWORK_ERROR,500,"","",=LOVE,2,"光英VERITAS中学校・高等学校 / 多摩川浅間神社",https://www.youtube.com/embed/1Cy9oaBAxns,https://www.youtube.com/watch?v=1Cy9oaBAxns
4xBmuiQNGdc,NETWORK_ERROR,500,"","",=LOVE,1,"BAYSIDE GEIHINKAN VERANDA minatomirai",https://www.youtube.com/embed/4xBmuiQNGdc,https://www.youtube.com/watch?v=4xBmuiQNGdc
nZ2K-hyErl4,NETWORK_ERROR,500,"","",≠ME,1,"Kamogawa SEASIDE BASE",https://www.youtube.com/embed/nZ2K-hyErl4,https://www.youtube.com/watch?v=nZ2K-hyErl4
8PSIWxRJCi4,NETWORK_ERROR,500,"","",≠ME,1,"鴨川シーワールド",https://www.youtube.com/embed/8PSIWxRJCi4,https://www.youtube.com/watch?v=8PSIWxRJCi4
0ImFNEs7P_Q,NETWORK_ERROR,500,"","",=LOVE,5,"川奈ホテル / 赤いやね / 伊豆高原駅 2番線ホーム / 伊豆高原駅やまもプラザ / 伊豆高原 桜並木",https://www.youtube.com/embed/0ImFNEs7P_Q,https://www.youtube.com/watch?v=0ImFNEs7P_Q
RxcNhst20uw,NETWORK_ERROR,500,"","",=LOVE,1,"浦和ルーテル学院中学校・高等学校",https://www.youtube.com/embed/RxcNhst20uw,https://www.youtube.com/watch?v=RxcNhst20uw
juImxVpogRY,NETWORK_ERROR,500,"","",=LOVE,1,"ロングウッドステーション",https://www.youtube.com/embed/juImxVpogRY,https://www.youtube.com/watch?v=juImxVpogRY
LXebPFtWQhE,NETWORK_ERROR,500,"","",=LOVE,3,"オービカ モッツァレラバー 六本木ヒルズ店 / 37 ステーキハウス & バー / いしがまや GOKU BURGER",https://www.youtube.com/embed/LXebPFtWQhE,https://www.youtube.com/watch?v=LXebPFtWQhE
xUoPnF8uUXY,NETWORK_ERROR,500,"","",=LOVE,1,"BALLPARK BURGER &9",https://www.youtube.com/embed/xUoPnF8uUXY,https://www.youtube.com/watch?v=xUoPnF8uUXY
tvUBTJDvKQI,NETWORK_ERROR,500,"","",=LOVE,2,"金華園 / 酒処えびす",https://www.youtube.com/embed/tvUBTJDvKQI,https://www.youtube.com/watch?v=tvUBTJDvKQI
BPvNgGIKoeU,NETWORK_ERROR,500,"","",=LOVE,3,"あちらぼ / やきとん長良 / まんまじぃま",https://www.youtube.com/embed/BPvNgGIKoeU,https://www.youtube.com/watch?v=BPvNgGIKoeU
Hj0HB_c5yKw,NETWORK_ERROR,500,"","",=LOVE,3,"沼津港海将 zero 上野店 / しのぶ 上野駅前店 / 串カツ玩具-GANG-",https://www.youtube.com/embed/Hj0HB_c5yKw,https://www.youtube.com/watch?v=Hj0HB_c5yKw
K7CCROY8Xm4,NETWORK_ERROR,500,"","",=LOVE,2,"晴れる屋 新橋店 / 福炎や",https://www.youtube.com/embed/K7CCROY8Xm4,https://www.youtube.com/watch?v=K7CCROY8Xm4
F8V34JsNV4A,NETWORK_ERROR,500,"","",≒JOY,5,"新鴫野橋 北側 / ひらかたパーク / ニフレル / あべのハルカス / 大阪水上バス ひまわり",https://www.youtube.com/embed/F8V34JsNV4A,https://www.youtube.com/watch?v=F8V34JsNV4A
iIcpiUg_7NQ,NETWORK_ERROR,500,"","",≠ME,4,"うみかぜ公園 / 馬堀海岸遊歩道 / 旧走水小学校 / IMAGINUS（旧杉並第四小学校）",https://www.youtube.com/embed/iIcpiUg_7NQ,https://www.youtube.com/watch?v=iIcpiUg_7NQ
WHjHo0qFXm8,NETWORK_ERROR,500,"","",≠ME,3,"星の村天文台 / 天地人橋 / あぶくま洞 第二駐車場周辺",https://www.youtube.com/embed/WHjHo0qFXm8,https://www.youtube.com/watch?v=WHjHo0qFXm8
_Bm66BRnM1A,NETWORK_ERROR,500,"","",=LOVE,2,"袖ヶ浦海浜公園 / Palms 22",https://www.youtube.com/embed/_Bm66BRnM1A,https://www.youtube.com/watch?v=_Bm66BRnM1A
ikFaEAlO5N0,NETWORK_ERROR,500,"","",=LOVE,1,"みなとみらいグランドセントラルタワー",https://www.youtube.com/embed/ikFaEAlO5N0,https://www.youtube.com/watch?v=ikFaEAlO5N0
oWRCXGvcU9s,NETWORK_ERROR,500,"","",≠ME,5,"外苑スタジオ PART2 1 STUDIO / ウェスレアン・ホーリネス教団 淀橋教会 / 桐ケ丘中央商店街 / 都営桐ヶ丘団地 / Gallery-o13 NOBLESSE",https://www.youtube.com/embed/oWRCXGvcU9s,https://www.youtube.com/watch?v=oWRCXGvcU9s
UQ8-9SKYApo,NETWORK_ERROR,500,"","",≠ME,2,"木更津木材港倉庫 A棟 / ハーバーシティ蘇我 共用第2駐車場",https://www.youtube.com/embed/UQ8-9SKYApo,https://www.youtube.com/watch?v=UQ8-9SKYApo
kIm4dcF6XDY,NETWORK_ERROR,500,"","",≒JOY/≠ME,4,"リビエラ逗子マリーナ / 旧小津安二郎邸 / 材木座海岸 / 上目黒氷川神社",https://www.youtube.com/embed/kIm4dcF6XDY,https://www.youtube.com/watch?v=kIm4dcF6XDY
RUEnyZLCtW4,NETWORK_ERROR,500,"","",≒JOY,2,"東京ドーム ローラースケートアリーナ / REPAIR PLANT",https://www.youtube.com/embed/RUEnyZLCtW4,https://www.youtube.com/watch?v=RUEnyZLCtW4
wO2z79qqB1Y,NETWORK_ERROR,500,"","",≒JOY,11,"国立天文台 野辺山宇宙電波観測所 / 山梨県立韮崎高等学校 / 肉の安田屋／今井畜産商事 / JR小海線 矢出踏切 / 旧秩父橋 / ウップスセカンド / カラオケボックスセゾン / 羊山公園 見晴しの丘 / 武州中川駅 / 秩父今宮神社 / 秩父パリー食堂",https://www.youtube.com/embed/wO2z79qqB1Y,https://www.youtube.com/watch?v=wO2z79qqB1Y
TCYJnm0oIfY,NETWORK_ERROR,500,"","",≒JOY,4,"高秀牧場 / 日本大学理工学部 船橋キャンパス12号館 / 日本大学習志野高等学校 / ラッキーバッティングドーム 八千代店",https://www.youtube.com/embed/TCYJnm0oIfY,https://www.youtube.com/watch?v=TCYJnm0oIfY
FbMXfjeUXXA,NETWORK_ERROR,500,"","",=LOVE,6,"旧国鉄手宮線跡地 / 小樽運河遊歩道（中央橋・乗船場付近） / 味の栄六 / オーベルジュ 御宿 櫻井 / 大正硝子 かんざし屋 / 藻岩山 山頂展望台",https://www.youtube.com/embed/FbMXfjeUXXA,https://www.youtube.com/watch?v=FbMXfjeUXXA
RG_B3gfOzLo,NETWORK_ERROR,500,"","",≠ME,1,"ヘレナ国際ホテル",https://www.youtube.com/embed/RG_B3gfOzLo,https://www.youtube.com/watch?v=RG_B3gfOzLo
D0SfIi-0Zpo,NETWORK_ERROR,500,"","",=LOVE,2,"那須ハイランドパーク レストラン トロピカーナ / 那須ハイランドパーク ロックンロールダイナー",https://www.youtube.com/embed/D0SfIi-0Zpo,https://www.youtube.com/watch?v=D0SfIi-0Zpo
p-jc9qMpMp4,NETWORK_ERROR,500,"","",=LOVE,2,"日本大学理工学部 船橋キャンパス 14号館・学生食堂ファラディ / アンソレイエ",https://www.youtube.com/embed/p-jc9qMpMp4,https://www.youtube.com/watch?v=p-jc9qMpMp4
xJ87q08cZ_w,NETWORK_ERROR,500,"","",=LOVE,1,"花貫ダム",https://www.youtube.com/embed/xJ87q08cZ_w,https://www.youtube.com/watch?v=xJ87q08cZ_w
41j_7c96Tsk,NETWORK_ERROR,500,"","",=LOVE,2,"たちかわ創造舎（旧多摩川小学校） / モナリザ恵比寿店前",https://www.youtube.com/embed/41j_7c96Tsk,https://www.youtube.com/watch?v=41j_7c96Tsk
2_X0m3ZvhW8,NETWORK_ERROR,500,"","",=LOVE,2,"郡山カルチャーパーク / 東映東京撮影所 屋上",https://www.youtube.com/embed/2_X0m3ZvhW8,https://www.youtube.com/watch?v=2_X0m3ZvhW8
7V8eS16Y-zY,NETWORK_ERROR,500,"","",=LOVE,1,"下北沢GARDEN",https://www.youtube.com/embed/7V8eS16Y-zY,https://www.youtube.com/watch?v=7V8eS16Y-zY
zR7-eBv28_w,NETWORK_ERROR,500,"","",=LOVE,10,"喫茶 銀座（恵比寿） / ティップネス国領店 / 池袋駅付近の架道橋 / としまえん（閉園・記録用） / 渋谷区宇田川町 下田ビル側面 / TOKYO POOL LABO（営業終了・記録用） / 渋谷2丁目 新生ビル前 / 京成本線 荒川橋梁下（足立区柳原） / プラネアール恵比寿スタジオ / 桜上水スタジオ",https://www.youtube.com/embed/zR7-eBv28_w,https://www.youtube.com/watch?v=zR7-eBv28_w
BkyRth1s_lM,NETWORK_ERROR,500,"","",=LOVE,1,"神宮外苑EAST STUDIO",https://www.youtube.com/embed/BkyRth1s_lM,https://www.youtube.com/watch?v=BkyRth1s_lM
p1022tthj7s,NETWORK_ERROR,500,"","",=LOVE,2,"観光農園花ひろば / HEAT STUDIO",https://www.youtube.com/embed/p1022tthj7s,https://www.youtube.com/watch?v=p1022tthj7s
t08XqB-E43k,NETWORK_ERROR,500,"","",=LOVE,1,"LOVE KINGDOM",https://www.youtube.com/embed/t08XqB-E43k,https://www.youtube.com/watch?v=t08XqB-E43k
3e2s5Z_W0_8,NETWORK_ERROR,500,"","",=LOVE,5,"BOOK CAFE BOUSINGOT / カフェ ムルソー / GOOYA 渋谷オフィス / 港南緑水公園 / Tokyo Glamping produced by WBcafe",https://www.youtube.com/embed/3e2s5Z_W0_8,https://www.youtube.com/watch?v=3e2s5Z_W0_8
20QxaOu6B4g,NETWORK_ERROR,500,"","",=LOVE,2,"ミモザハウス カントリー / 神宮外苑いちょう並木",https://www.youtube.com/embed/20QxaOu6B4g,https://www.youtube.com/watch?v=20QxaOu6B4g
Y0rQz2K51sA,NETWORK_ERROR,500,"","",=LOVE,3,"SUNDOWNER / 作田海岸 / SNUG BEACH HOUSE",https://www.youtube.com/embed/Y0rQz2K51sA,https://www.youtube.com/watch?v=Y0rQz2K51sA
g2f0W7s3Ves,NETWORK_ERROR,500,"","",=LOVE,1,"KUJIRA（歌舞伎町）",https://www.youtube.com/embed/g2f0W7s3Ves,https://www.youtube.com/watch?v=g2f0W7s3Ves
V6dnp58i_Q8,NETWORK_ERROR,500,"","",=LOVE,1,"旧銚子市立第六中学校",https://www.youtube.com/embed/V6dnp58i_Q8,https://www.youtube.com/watch?v=V6dnp58i_Q8
5F_3l4n2k8Y,NETWORK_ERROR,500,"","",=LOVE/≠ME/≒JOY,22,"天空橋駅〜A2出口 地下道 / アニヴェルセルみなとみらい横浜 / 新港中央広場・サークルウォーク周辺 / 富ヶ谷歩道橋 / 西郷橋 / JRE青山クリスタルビル前 / 中川駅前みんなの広場 / 中川駅歩道橋 / BAR GOSSIP / Boogie Cafe / ロイヤルチェスター前橋 / ロイヤルクレストハウス（閉業情報あり） / 有明教育芸術短期大学 / 有明親水海浜公園 / 珈琲西武本店 / 和洋学園 国分キャンパス（旧校舎） / ANEA CAFE 松見坂 / R for D / 代々木公園 ケヤキ並木 / SPACE ODD / 浦安海岸 日の出地区護岸 / 代々木大山公園",https://www.youtube.com/embed/5F_3l4n2k8Y,https://www.youtube.com/watch?v=5F_3l4n2k8Y
6iW_iO7W7pA,NETWORK_ERROR,500,"","",=LOVE,6,"足利スクランブルシティスタジオ / 明神湯 / 東京武道館 / 金王八幡宮 / 代々木能舞台 / フローリスト富士美",https://www.youtube.com/embed/6iW_iO7W7pA,https://www.youtube.com/watch?v=6iW_iO7W7pA
4yW4m_S_7wY,NETWORK_ERROR,500,"","",=LOVE,1,"四街道市文化センター 大ホール",https://www.youtube.com/embed/4yW4m_S_7wY,https://www.youtube.com/watch?v=4yW4m_S_7wY
g2qM40T0F2Y,NETWORK_ERROR,500,"","",≠ME,1,"奥多摩フィールド（旧小河内小学校）",https://www.youtube.com/embed/g2qM40T0F2Y,https://www.youtube.com/watch?v=g2qM40T0F2Y
G6jWn6_n4jU,NETWORK_ERROR,500,"","",≠ME,1,"明星大学 青梅校",https://www.youtube.com/embed/G6jWn6_n4jU,https://www.youtube.com/watch?v=G6jWn6_n4jU
